"url_num","url_checked","url_iffy","url_acad","url_right","url_left","tweet_num","Id","label","is_PE","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars","med_likes","hind_likes","med_rts","hind_rts","post_unif","is_unif","morning_count","afternoon_count","evening_count","night_count","user_created","ever_verified","ever_unverified","post_count","retweet_count","verif_change","followers","morning_poster","afternoon_poster","evening_poster","night_poster"
2,2,0,0,0,0,163,2493,"individual, non-P.E.",FALSE,35,41398.38325,0.000322288,0,"2:16:03",0.000192814,2493,2,16,3,"2 16","Pro-vaccine","","*","*","*",29,52,8,27,3.50608128975846e-22,FALSE,12,160,44,8,"2009-01-27 17:52:35",TRUE,FALSE,224,61,1,32855,FALSE,TRUE,FALSE,FALSE
0,0,0,0,0,0,3,2962,"individual, non-P.E.",FALSE,1,0,2.44e-05,0,"2:15:56",2.66e-06,2962,2,15,56,"2 15","Pro-vaccine","","","","",771,1,21,1,0.000346049493968262,FALSE,4,4,2,0,"2011-05-04 00:36:27",FALSE,TRUE,10,7,1,34844,TRUE,TRUE,FALSE,FALSE
24,23,0,0,0,0,76,3090,"individual, non-P.E.",FALSE,96,23524.98848,0.000519588,1,"2:02:34",0.000626311,3090,2,2,34,"2 2","Pro-vaccine","*","*","*","*",34.5,35,12,22,2.97446151922123e-18,FALSE,69,61,14,3,"2009-05-07 19:17:58",TRUE,FALSE,147,71,1,20722,TRUE,TRUE,FALSE,FALSE
34,32,3,0,2,0,60,3199,"individual, non-P.E.",FALSE,157,7338.674758,0.000449035,0,"0.043159722",0.00100928,3199,1,1,69,"1 1","Anti-vaccine","","*","*","*",45,34,23,25,0.470034611772611,TRUE,15,12,14,22,"2017-05-25 13:44:50",FALSE,TRUE,63,3,1,9892,FALSE,FALSE,FALSE,TRUE
14,12,0,0,0,0,121,3446,"individual, non-P.E.",FALSE,6,37.28161286,2.84e-05,0,"1:09:27",1.73e-05,3446,1,9,27,"1 9","Anti-vaccine","","","","",9,11,1,4,0.000360821465989571,FALSE,43,66,29,2,"2014-08-04 19:38:53",FALSE,TRUE,140,19,1,537,FALSE,TRUE,FALSE,FALSE
45,45,0,0,0,0,47,3475,"individual, non-P.E.",FALSE,1,0,2.55e-05,0,"0.125752315",2.66e-06,3475,2,61,5,"2 61","Pro-vaccine","","","","",1,5,1,3,0.751925434516232,TRUE,19,23,15,0,"2011-01-29 05:06:16",FALSE,TRUE,57,10,1,45003,FALSE,TRUE,FALSE,FALSE
0,0,0,0,0,0,8,3618,"individual, non-P.E.",FALSE,2,529.5578845,2.49e-05,0,"0.087395833",5.32e-06,3618,2,3,171,"2 3","Pro-vaccine","","","","",191.5,8,39.5,7,0.00140103188926279,FALSE,11,4,0,7,"2009-01-23 15:21:58",TRUE,FALSE,22,14,1,1126788,TRUE,FALSE,FALSE,FALSE
185,185,0,0,0,0,191,3721,"individual, non-P.E.",FALSE,35,5465.854537,0.000158136,0,"0.085150463",0.0001609,3721,2,1,97,"2 1","Pro-vaccine","","*","*","*",30.5,54,11,31,0.0397981749253011,FALSE,100,120,53,14,"2009-07-08 22:59:13",FALSE,TRUE,287,96,1,141833,TRUE,TRUE,FALSE,FALSE
40,37,0,0,0,1,97,3866,"individual, non-P.E.",FALSE,6,32.67602605,2.98e-05,0,"0.08744213",1.6e-05,3866,2,2,235,"2 2","Pro-vaccine","","","","",3,11,2,6,5.56746050968227e-166,FALSE,316,567,153,247,"2011-04-10 16:03:25",FALSE,TRUE,1283,1186,1,13072,FALSE,TRUE,FALSE,FALSE
2,2,1,0,0,0,31,3946,"individual, non-P.E.",FALSE,4,101.2624158,2.46e-05,0,"0.047986111",1.2e-05,3946,1,1,486,"1 1","Anti-vaccine","","","","",11,11,2.5,5,0.00361580730204951,FALSE,15,10,2,11,"2012-02-16 18:45:40",FALSE,TRUE,38,7,1,4110,TRUE,FALSE,FALSE,FALSE
9,7,0,0,0,0,78,4008,"individual, non-P.E.",FALSE,1,0,2.09e-05,0,"0.048981481",2.66e-06,4008,1,2,512,"1 2","Anti-vaccine","","","","",9,14,2,5,0.558706181000058,TRUE,25,29,28,1,"2020-09-12 22:22:22",FALSE,TRUE,83,5,1,2987,FALSE,TRUE,TRUE,FALSE
0,0,0,0,0,0,3,4048,"individual, non-P.E.",FALSE,32,2997.031227,0.00019415,0,"0.084965278",0.00020877,4048,2,1,81,"2 1","Pro-vaccine","","*","","*",369,2,14.5,2,0.0186170862496118,FALSE,1,1,0,1,"2019-06-30 10:45:50",FALSE,TRUE,3,0,1,22402,FALSE,FALSE,FALSE,FALSE
16,14,0,0,0,0,46,4216,"individual, non-P.E.",FALSE,2,106.1507932,2.2e-05,0,"0.046678241",5.32e-06,4216,1,2,313,"1 2","Anti-vaccine","","","","",13,16,6,11,1.4180950181659e-05,FALSE,23,21,36,2,"2015-11-28 20:34:03",FALSE,TRUE,82,36,1,14312,FALSE,FALSE,TRUE,FALSE
7,7,1,0,0,0,16,4523,"individual, non-P.E.",FALSE,167,47624.4067,0.000562222,1,"0.043078704",0.00117151,4523,1,1,62,"1 1","Anti-vaccine","*","*","*","*",1,2,2,2,5.1735489829979e-14,FALSE,15,33,5,9,"2020-07-23 13:15:04",FALSE,TRUE,62,46,1,333,FALSE,TRUE,FALSE,FALSE
4,4,0,0,0,0,29,4846,"individual, non-P.E.",FALSE,1,0,2.17e-05,0,"2:4:1:279",2.66e-06,4846,2,4,1,"2 4","Pro-vaccine","","","","",3,4,2,3,1.9600752483114e-06,FALSE,20,6,21,27,"2014-06-21 00:47:39",FALSE,TRUE,74,45,1,3436,FALSE,FALSE,FALSE,TRUE
0,0,0,0,0,0,10,5062,"individual, non-P.E.",FALSE,1,0,2.18e-05,0,"0.092418981",2.66e-06,5062,2,1,725,"2 1","Pro-vaccine","","","","",5,3,0.5,2,1.91633927881794e-06,FALSE,14,9,1,0,"2017-11-26 23:57:55",FALSE,TRUE,24,14,1,23011,TRUE,TRUE,FALSE,FALSE
24,22,0,0,0,0,63,5170,"Description",TRUE,51,15870.45015,0.000270611,2,"0.084918981",0.000227387,5170,2,1,77,"2 1","Pro-vaccine","*","*","*","*",226,57,25,28,3.86580410468107e-11,FALSE,21,63,35,0,"2011-01-17 02:51:39",TRUE,FALSE,119,56,1,169844,FALSE,TRUE,FALSE,FALSE
19,17,0,0,0,0,121,5205,"individual, non-P.E.",FALSE,17,446.2336001,4.8e-05,0,"0.086736111",4.52e-05,5205,2,2,174,"2 2","Pro-vaccine","","*","","",5,11,2,8,3.16729204257191e-26,FALSE,43,60,58,3,"2016-06-11 03:48:05",FALSE,TRUE,164,43,1,1948,FALSE,TRUE,TRUE,FALSE
0,0,0,0,0,0,59,5274,"individual, non-P.E.",FALSE,1,0,2.08e-05,0,"0.048796296",2.66e-06,5274,1,2,496,"1 2","Anti-vaccine","","","","",14.5,19,7,13,5.48733239626494e-10,FALSE,53,54,24,7,"2018-08-13 20:04:07",FALSE,TRUE,138,79,1,12538,TRUE,TRUE,FALSE,FALSE
111,109,4,0,10,0,317,5288,"individual, non-P.E.",FALSE,4,1253.640628,6.08e-05,0,"1:25:04",1.06e-05,5288,1,25,4,"1 25","Anti-vaccine","","","","",2,8,1.5,6,1.85690936696605e-92,FALSE,105,236,151,66,"2016-07-13 17:21:59",FALSE,TRUE,558,241,1,1998,FALSE,TRUE,FALSE,FALSE
0,0,0,0,0,0,3,5294,"individual, non-P.E.",FALSE,2,15.50882387,2.18e-05,0,"0.047384259",5.32e-06,5294,1,2,374,"1 2","Anti-vaccine","","","","",NA,NA,NA,NA,0.0186170862496118,FALSE,2,1,0,0,"2017-09-15 14:21:08",FALSE,TRUE,3,0,1,217,TRUE,FALSE,FALSE,FALSE
5,3,0,0,0,0,43,5523,"individual, non-P.E.",FALSE,4,4.49920583,3.92e-05,0,"1:06:36",1.06e-05,5523,1,6,36,"1 6","Anti-vaccine","","","","",0,2,1,2,0.00456211821915838,FALSE,21,24,13,0,"2020-07-23 18:13:25",FALSE,TRUE,58,15,1,448,TRUE,TRUE,FALSE,FALSE
4,3,0,1,0,0,5,5827,"individual, non-P.E.",FALSE,15,82.78089242,4.25e-05,0,"0.046099537",5.45e-05,5827,1,1,323,"1 1","Anti-vaccine","","","","",2,2,2,2,2.96414781318345e-07,FALSE,9,10,46,1,"2014-09-17 11:41:56",FALSE,TRUE,66,61,1,1876,FALSE,FALSE,TRUE,FALSE
5,5,0,0,0,0,13,6017,"Name",TRUE,4,219.9242286,2.47e-05,0,"0.048078704",1.06e-05,6017,1,1,494,"1 1","Anti-vaccine","","","","",10,7,3,4,0.00234117329873652,FALSE,5,5,8,1,"2020-08-02 16:27:05",FALSE,TRUE,19,6,1,1269,FALSE,FALSE,TRUE,FALSE
5,4,0,0,0,0,50,6038,"individual, non-P.E.",FALSE,36,8081.93118,9.2e-05,0,"0.045069444",0.000127656,6038,1,1,234,"1 1","Anti-vaccine","","*","*","*",11,13,3.5,7,1.32043279685262e-10,FALSE,22,29,2,40,"2020-05-12 20:37:05",FALSE,TRUE,93,43,1,2386,FALSE,FALSE,FALSE,TRUE
5,4,0,0,0,0,19,6347,"individual, non-P.E.",FALSE,1,0,2.34e-05,0,"2:16:23",2.66e-06,6347,2,16,23,"2 16","Pro-vaccine","","","","",6,5,3.5,4,1.20345927186887e-07,FALSE,0,22,3,0,"2009-02-21 23:53:17",FALSE,TRUE,25,6,1,2293,FALSE,TRUE,FALSE,FALSE
0,0,0,0,0,0,7,6642,"individual, non-P.E.",FALSE,2,0,5.16e-05,0,"1:33:05",5.32e-06,6642,1,33,5,"1 33","Anti-vaccine","","","","",352,7,120,7,0.338995902897181,TRUE,2,1,4,0,"2009-12-02 16:17:39",FALSE,TRUE,7,0,1,86800,FALSE,FALSE,TRUE,FALSE
4,4,0,0,0,0,18,6692,"individual, non-P.E.",FALSE,9,2500.504617,4.57e-05,0,"0.087291667",2.53e-05,6692,2,1,282,"2 1","Pro-vaccine","","","","",57.5,15,15.5,10,1.63065574026735e-12,FALSE,40,23,21,34,"2011-05-18 03:22:30",FALSE,TRUE,118,100,1,50760,TRUE,FALSE,FALSE,FALSE
12,12,1,0,0,0,39,6798,"individual, non-P.E.",FALSE,90,2360.92854,0.000222163,0,"0.043622685",0.000518602,6798,1,1,109,"1 1","Anti-vaccine","","*","*","*",315,38,56,24,4.43224907983811e-11,FALSE,132,60,0,144,"2008-08-10 14:04:20",FALSE,TRUE,336,297,1,70146,TRUE,FALSE,FALSE,TRUE
13,13,0,1,0,0,77,6941,"individual, non-P.E.",FALSE,1,0,2.05e-05,0,"0.050300926",2.66e-06,6941,1,1,686,"1 1","Anti-vaccine","","","","",3,6,2,5,2.89507923927971e-57,FALSE,96,97,3,71,"2013-07-17 22:47:46",FALSE,TRUE,267,190,1,1408,TRUE,TRUE,FALSE,FALSE
17,17,0,0,0,0,177,7170,"individual, non-P.E.",FALSE,13,98.86271128,4.7e-05,0,"0.086793981",3.99e-05,7170,2,2,179,"2 2","Pro-vaccine","","","","",3,11,1,6,2.81763863533644e-39,FALSE,131,133,43,1,"2019-07-12 17:44:50",FALSE,TRUE,308,131,1,211,TRUE,TRUE,FALSE,FALSE
1,1,0,0,0,0,6,7251,"individual, non-P.E.",FALSE,7,7286.602977,0.000106907,0,"2:28:06",1.99e-05,7251,2,28,6,"2 28","Pro-vaccine","","","*","*",13,5,3,3,0.535783688051436,TRUE,5,3,1,0,"2014-03-13 01:20:28",FALSE,TRUE,9,3,1,29206,TRUE,FALSE,FALSE,FALSE
75,72,8,1,0,0,248,7815,"individual, non-P.E.",FALSE,17,499.4205278,4.03e-05,0,"0.04619213",4.79e-05,7815,1,1,331,"1 1","Anti-vaccine","","","","",1,8,1,7,2.43564568861299e-236,FALSE,395,1103,86,642,"2013-10-18 21:07:31",FALSE,TRUE,2226,1978,1,8579,FALSE,TRUE,FALSE,FALSE
15,14,0,0,0,0,76,7893,"individual, non-P.E.",FALSE,89,1083.70951,0.000195095,0,"0.043738426",0.000453444,7893,1,1,119,"1 1","Anti-vaccine","","*","","*",25,29,8,15,0.018945303132783,FALSE,51,30,3,23,"2020-10-14 16:05:57",FALSE,TRUE,107,31,1,3194,TRUE,FALSE,FALSE,FALSE
21,20,6,0,1,0,52,7917,"individual, non-P.E.",FALSE,16,4536.037732,0.000103717,0,"1:05:40",5.98e-05,7917,1,5,40,"1 5","Anti-vaccine","","","*","*",2,7,2.5,7,7.52591917325052e-08,FALSE,55,106,16,78,"2020-12-09 11:30:11",FALSE,TRUE,255,203,1,369,FALSE,TRUE,FALSE,FALSE
49,48,0,0,0,0,49,7971,"individual, non-P.E.",FALSE,1,0,2.13e-05,0,"0.049594907",3.99e-06,7971,1,1,625,"1 1","Anti-vaccine","","","","",3,8,2,8,1.5095500580561e-06,FALSE,28,14,0,99,"2016-11-01 09:01:46",FALSE,TRUE,141,92,1,7866,FALSE,FALSE,FALSE,TRUE
8,8,0,0,0,0,50,8076,"individual, non-P.E.",FALSE,54,4492.982413,9.22e-05,0,"0.044756944",0.000179516,8076,1,1,207,"1 1","Anti-vaccine","","*","*","*",4.5,10,2,6,2.00071130452889e-06,FALSE,115,52,9,72,"2011-09-02 14:31:28",FALSE,TRUE,248,198,1,39913,TRUE,FALSE,FALSE,FALSE
20,19,0,0,0,0,77,8083,"individual, non-P.E.",FALSE,3,0,3.09e-05,0,"0.087627315",1.2e-05,8083,2,2,251,"2 2","Pro-vaccine","","","","",29,27,5.5,13,0.00140645954871407,FALSE,65,65,25,1,"2010-05-15 21:16:02",TRUE,FALSE,156,79,1,13755,TRUE,TRUE,FALSE,FALSE
0,0,0,0,0,0,4,8218,"individual, non-P.E.",FALSE,1,0,4.13e-05,0,"0.14380787",2.66e-06,8218,2,87,5,"2 87","Pro-vaccine","","","","",4.5,4,3,3,0.517913026323007,TRUE,5,1,6,0,"2009-03-25 16:40:35",FALSE,TRUE,12,8,1,6940,TRUE,FALSE,TRUE,FALSE
10,10,0,0,0,0,47,8284,"individual, non-P.E.",FALSE,17,2402.377851,5.51e-05,0,"1:07:28",5.05e-05,8284,1,7,28,"1 7","Anti-vaccine","","","*","",50.5,28,17,21,2.26687777497313e-11,FALSE,17,16,24,17,"2018-09-19 04:05:04",FALSE,TRUE,74,27,1,10472,FALSE,FALSE,FALSE,FALSE
1,1,0,0,0,0,7,8366,"individual, non-P.E.",FALSE,3,1069.632729,2.74e-05,0,"2:05:47",7.98e-06,8366,2,5,47,"2 5","Pro-vaccine","","","","",84.5,4,15,3,0.00132747773727798,FALSE,0,4,3,0,"2007-03-15 18:09:53",TRUE,FALSE,7,0,1,72145,FALSE,TRUE,TRUE,FALSE
13,13,0,0,1,0,70,8747,"individual, non-P.E.",FALSE,1,0,2.04e-05,0,"0.050277778",2.66e-06,8747,1,1,684,"1 1","Anti-vaccine","","","","",6,12,2,7,1.26756461660219e-13,FALSE,58,35,3,37,"2020-11-10 02:51:14",FALSE,TRUE,133,63,1,4383,TRUE,FALSE,FALSE,FALSE
69,69,4,1,0,0,142,8854,"individual, non-P.E.",FALSE,3,39.94841419,2.32e-05,0,"0.046365741",7.98e-06,8854,1,2,286,"1 2","Anti-vaccine","","","","",3,12,2,8,7.60562091650248e-23,FALSE,86,119,58,8,"2016-10-16 19:26:57",FALSE,TRUE,271,129,1,5924,FALSE,TRUE,FALSE,FALSE
13,13,0,0,0,0,107,8874,"Description",TRUE,18,430.7127507,6.9e-05,0,"0.086539352",6.25e-05,8874,2,2,157,"2 2","Pro-vaccine","","*","","",26,35,5,16,2.03847823307221e-11,FALSE,55,53,65,7,"2018-02-19 22:30:28",FALSE,TRUE,180,73,1,1717,FALSE,FALSE,TRUE,FALSE
100,96,11,0,4,0,181,8973,"individual, non-P.E.",FALSE,5,284.6322878,2.59e-05,0,"0.047777778",1.46e-05,8973,1,1,468,"1 1","Anti-vaccine","","","","",3,9,3,8,1.33985992509203e-11,FALSE,61,76,40,7,"2020-04-24 12:12:23",FALSE,TRUE,184,3,1,662,FALSE,TRUE,FALSE,FALSE
12,10,0,0,0,0,47,9539,"individual, non-P.E.",FALSE,2,1.128650204,2.26e-05,0,"0.045486111",5.32e-06,9539,1,4,90,"1 4","Anti-vaccine","","","","",1,5,1,4,1.09797466743599e-16,FALSE,8,22,33,10,"2020-10-03 02:13:36",FALSE,TRUE,73,26,1,766,FALSE,FALSE,TRUE,FALSE
2,2,0,0,0,0,16,9640,"individual, non-P.E.",FALSE,6,1610.255284,7.31e-05,0,"2:12:19",1.99e-05,9640,2,12,19,"2 12","Pro-vaccine","","","","",32,10,6,7,1.48325719974981e-07,FALSE,46,44,1,23,"2013-02-01 12:23:48",FALSE,TRUE,114,98,1,44830,TRUE,TRUE,FALSE,FALSE
143,119,0,0,0,1,144,9816,"individual, non-P.E.",FALSE,15,10234.49053,6.89e-05,0,"0.086423611",4.79e-05,9816,2,1,207,"2 1","Pro-vaccine","","","*","",10.5,25,8,21,0.0881916711702456,FALSE,44,59,24,26,"2009-03-16 17:42:55",FALSE,TRUE,153,9,1,606165,FALSE,TRUE,FALSE,FALSE
8,8,0,0,0,0,28,9882,"individual, non-P.E.",FALSE,2,11.81589871,2.35e-05,0,"2:4:1:231",5.32e-06,9882,2,4,1,"2 4","Pro-vaccine","","","","",20,15,6,10,7.00860901396371e-73,FALSE,4,75,106,109,"2010-10-03 22:30:43",FALSE,TRUE,294,266,1,14694,FALSE,FALSE,TRUE,TRUE
7,6,0,0,0,0,24,10376,"Both",TRUE,21,1346.988822,0.000108064,0,"0.086331019",8.91e-05,10376,2,3,79,"2 3","Pro-vaccine","","*","","*",133,17,24,14,2.45469631502151e-29,FALSE,32,24,23,3,"2017-05-16 19:15:50",TRUE,FALSE,82,58,1,124633,TRUE,FALSE,FALSE,FALSE
1,1,0,0,0,0,24,10491,"individual, non-P.E.",FALSE,1,0,2.08e-05,0,"0.048553241",2.66e-06,10491,1,2,475,"1 2","Anti-vaccine","","","","",5,3,2,2,0.000995904769522904,FALSE,4,14,11,9,"2009-01-24 22:05:20",FALSE,TRUE,38,14,1,2525,FALSE,TRUE,FALSE,FALSE
7,6,0,0,0,0,12,10579,"individual, non-P.E.",FALSE,5,1165.032226,5.84e-05,0,"0.160428241",1.33e-05,10579,2,111,1,"2 111","Pro-vaccine","","","","",111.5,12,30,12,0.835761159606942,TRUE,3,9,1,0,"2011-01-10 19:17:36",TRUE,FALSE,13,1,1,139072,FALSE,TRUE,FALSE,FALSE
20,18,0,0,0,0,52,10660,"individual, non-P.E.",FALSE,20,2435.899132,7.54e-05,0,"0.086018519",6.65e-05,10660,2,1,172,"2 1","Pro-vaccine","","*","","",336,46,45,30,0.556784843337034,TRUE,35,30,24,5,"2008-01-02 06:55:39",TRUE,FALSE,94,42,1,769832,TRUE,FALSE,FALSE,FALSE
9,8,0,0,0,0,29,10804,"individual, non-P.E.",FALSE,185,14970.32928,0.000719976,10,"1:01:42",0.00172867,10804,1,1,42,"1 1","Anti-vaccine","**","*","*","*",798,29,275,27,0.26331559053317,TRUE,7,11,0,15,"2013-05-29 08:45:16",TRUE,FALSE,33,4,1,90286,FALSE,FALSE,FALSE,TRUE
14,12,0,0,0,0,23,10824,"individual, non-P.E.",FALSE,2,0,2.46e-05,0,"2:4:1:213",6.65e-06,10824,2,4,1,"2 4","Pro-vaccine","","","","",1,2,2,3,7.74082217616e-07,FALSE,11,21,49,23,"2010-07-17 00:49:44",FALSE,TRUE,104,81,1,3194,FALSE,FALSE,TRUE,FALSE
59,56,7,1,0,0,149,10967,"individual, non-P.E.",FALSE,145,8634.473866,0.000418371,0,"0.043252315",0.000937473,10967,1,1,77,"1 1","Anti-vaccine","*","*","*","*",12,29,6,19,2.0024127211364e-06,FALSE,87,32,38,223,"2020-05-21 18:42:47",FALSE,TRUE,380,231,1,7683,FALSE,FALSE,FALSE,TRUE
